KO,Gene
ko:K07799,Plant4-RAS.bin.7-k141_2383027_1
ko:K02453,Plant4-RAS.bin.7-k141_72366_1
ko:K00294,Plant4-RAS.bin.7-k141_2450807_2
ko:K00285,Plant4-RAS.bin.7-k141_3005691_1
ko:K09810,Plant4-RAS.bin.7-k141_2551930_2
ko:K02356,Plant4-RAS.bin.7-k141_1730751_5
ko:K06987,Plant4-RAS.bin.7-k141_2077101_5
ko:K02477,Plant4-RAS.bin.7-k141_2703650_9
ko:K07221,Plant4-RAS.bin.7-k141_2452214_2
ko:K03151,Plant4-RAS.bin.7-k141_1800246_3
ko:K03395,Plant4-RAS.bin.7-k141_726538_3
ko:K02477,Plant4-RAS.bin.7-k141_726538_8
ko:K08305,Plant4-RAS.bin.7-k141_293924_1
ko:K07491,Plant4-RAS.bin.7-k141_2857706_3
ko:K16137,Plant4-RAS.bin.7-k141_1549832_2
ko:K07478,Plant4-RAS.bin.7-k141_1549969_5
ko:K02408,Plant4-RAS.bin.7-k141_3032941_5
ko:K02409,Plant4-RAS.bin.7-k141_3032941_6
ko:K15866,Plant4-RAS.bin.7-k141_1702380_6
ko:K03749,Plant4-RAS.bin.7-k141_672152_5
ko:K11754,Plant4-RAS.bin.7-k141_672152_6
ko:K07020,Plant4-RAS.bin.7-k141_879750_3
ko:K07056,Plant4-RAS.bin.7-k141_220313_1
ko:K08305,Plant4-RAS.bin.7-k141_672272_3
ko:K13529,Plant4-RAS.bin.7-k141_1252812_3
ko:K02450,Plant4-RAS.bin.7-k141_2455987_11
ko:K01447,Plant4-RAS.bin.7-k141_2344375_6
ko:K00163,Plant4-RAS.bin.7-k141_1803689_1
ko:K00748,Plant4-RAS.bin.7-k141_2135627_3
ko:K00343,Plant4-RAS.bin.7-k141_176782_2
ko:K01007,Plant4-RAS.bin.7-k141_2345085_5
ko:K04567,Plant4-RAS.bin.7-k141_2862543_1
ko:K09810,Plant4-RAS.bin.7-k141_2862543_3
ko:K03981,Plant4-RAS.bin.7-k141_1554335_3
ko:K13979,Plant4-RAS.bin.7-k141_422785_3
ko:K00928,Plant4-RAS.bin.7-k141_2560430_4
ko:K13954,Plant4-RAS.bin.7-k141_400053_1
ko:K02113,Plant4-RAS.bin.7-k141_299794_2
ko:K13582,Plant4-RAS.bin.7-k141_222112_1
ko:K02619,Plant4-RAS.bin.7-k141_2560818_4
ko:K01665,Plant4-RAS.bin.7-k141_2560818_5
ko:K01755,Plant4-RAS.bin.7-k141_1930085_3
ko:K01755,Plant4-RAS.bin.7-k141_1930085_4
ko:K00108,Plant4-RAS.bin.7-k141_39587_3
ko:K00945,Plant4-RAS.bin.7-k141_3012383_4
ko:K06976,Plant4-RAS.bin.7-k141_733923_5
ko:K02835,Plant4-RAS.bin.7-k141_473676_3
ko:K01028,Plant4-RAS.bin.7-k141_2281887_2
ko:K07274,Plant4-RAS.bin.7-k141_853770_4
ko:K03980,Plant4-RAS.bin.7-k141_1892764_1
ko:K03981,Plant4-RAS.bin.7-k141_641693_5
ko:K03529,Plant4-RAS.bin.7-k141_3037316_1
ko:K00108,Plant4-RAS.bin.7-k141_350987_4
ko:K09955,Plant4-RAS.bin.7-k141_576220_4
ko:K07343,Plant4-RAS.bin.7-k141_81574_5
ko:K02477,Plant4-RAS.bin.7-k141_1136157_4
ko:K01113,Plant4-RAS.bin.7-k141_132694_4
ko:K12262,Plant4-RAS.bin.7-k141_577693_3
ko:K12262,Plant4-RAS.bin.7-k141_577693_4
ko:K02407,Plant4-RAS.bin.7-k141_226919_1
ko:K02422,Plant4-RAS.bin.7-k141_226919_2
ko:K09975,Plant4-RAS.bin.7-k141_1655801_2
ko:K02413,Plant4-RAS.bin.7-k141_2286619_2
ko:K02477,Plant4-RAS.bin.7-k141_2142553_1
ko:K17716,Plant4-RAS.bin.7-k141_578620_3
ko:K13820,Plant4-RAS.bin.7-k141_46239_5
ko:K02391,Plant4-RAS.bin.7-k141_46239_8
ko:K02392,Plant4-RAS.bin.7-k141_46239_9
ko:K08316,Plant4-RAS.bin.7-k141_1339179_11
ko:K02416,Plant4-RAS.bin.7-k141_185449_4
ko:K02390,Plant4-RAS.bin.7-k141_185449_5
ko:K02389,Plant4-RAS.bin.7-k141_185449_6
ko:K02613,Plant4-RAS.bin.7-k141_136551_1
ko:K15866,Plant4-RAS.bin.7-k141_136551_2
ko:K06152,Plant4-RAS.bin.7-k141_1492720_5
ko:K17229,Plant4-RAS.bin.7-k141_1939073_6
ko:K02280,Plant4-RAS.bin.7-k141_2644411_1
ko:K16703,Plant4-RAS.bin.7-k141_2599308_1
ko:K21405,Plant4-RAS.bin.7-k141_1902759_1
ko:K01077,Plant4-RAS.bin.7-k141_942374_1
ko:K02668,Plant4-RAS.bin.7-k141_2600198_2
ko:K13874,Plant4-RAS.bin.7-k141_2401631_1
ko:K09461,Plant4-RAS.bin.7-k141_3046081_5
ko:K01665,Plant4-RAS.bin.7-k141_140526_1
ko:K02619,Plant4-RAS.bin.7-k141_140526_2
ko:K02463,Plant4-RAS.bin.7-k141_3198308_2
ko:K00928,Plant4-RAS.bin.7-k141_190191_5
ko:K02053,Plant4-RAS.bin.7-k141_89625_7
ko:K06920,Plant4-RAS.bin.7-k141_2403338_2
ko:K02450,Plant4-RAS.bin.7-k141_2403338_3
ko:K00928,Plant4-RAS.bin.7-k141_2403338_4
ko:K01194,Plant4-RAS.bin.7-k141_2602387_6
ko:K13529,Plant4-RAS.bin.7-k141_489055_2
ko:K13530,Plant4-RAS.bin.7-k141_489055_2
ko:K13529,Plant4-RAS.bin.7-k141_1849054_3
ko:K01114,Plant4-RAS.bin.7-k141_1849770_2
ko:K07263,Plant4-RAS.bin.7-k141_948255_3
ko:K01790,Plant4-RAS.bin.7-k141_2152061_2
ko:K20035,Plant4-RAS.bin.7-k141_2095892_6
ko:K02472,Plant4-RAS.bin.7-k141_3158804_2
ko:K13015,Plant4-RAS.bin.7-k141_3158804_2
ko:K07126,Plant4-RAS.bin.7-k141_2247037_6
ko:K01113,Plant4-RAS.bin.7-k141_1443390_5
ko:K01113,Plant4-RAS.bin.7-k141_2803649_1
ko:K01817,Plant4-RAS.bin.7-k141_950519_4
ko:K01609,Plant4-RAS.bin.7-k141_950519_5
ko:K03466,Plant4-RAS.bin.7-k141_2247921_5
ko:K12280,Plant4-RAS.bin.7-k141_1403616_3
ko:K02453,Plant4-RAS.bin.7-k141_1403616_5
ko:K13582,Plant4-RAS.bin.7-k141_1602688_3
ko:K06281,Plant4-RAS.bin.7-k141_1856433_6
ko:K05396,Plant4-RAS.bin.7-k141_497751_1
ko:K18225,Plant4-RAS.bin.7-k141_596444_2
ko:K16092,Plant4-RAS.bin.7-k141_2101555_1
ko:K02418,Plant4-RAS.bin.7-k141_2658385_5
ko:K00872,Plant4-RAS.bin.7-k141_243773_2
ko:K07263,Plant4-RAS.bin.7-k141_2008746_2
ko:K17837,Plant4-RAS.bin.7-k141_1453880_5
ko:K08282,Plant4-RAS.bin.7-k141_2256345_1
ko:K03980,Plant4-RWS.bin.10-k141_2036836_18
ko:K02895,Plant4-RWS.bin.10-k141_1978534_1
ko:K08983,Plant4-RWS.bin.10-k141_1079251_2
ko:K06861,Plant4-RWS.bin.10-k141_1079251_8
ko:K19746,Plant4-RWS.bin.10-k141_3715707_5
ko:K21395,Plant4-RWS.bin.10-k141_3475206_6
ko:K00457,Plant4-RWS.bin.10-k141_3475206_8
ko:K15355,Plant4-RWS.bin.10-k141_3811_18
ko:K05874,Plant4-RWS.bin.10-k141_1201820_5
ko:K05874,Plant4-RWS.bin.10-k141_1201820_6
ko:K11005,Plant4-RWS.bin.10-k141_1201820_16
ko:K01487,Plant4-RWS.bin.10-k141_183102_1
ko:K05596,Plant4-RWS.bin.10-k141_780599_8
ko:K13643,Plant4-RWS.bin.10-k141_903938_16
ko:K03776,Plant4-RWS.bin.10-k141_844232_6
ko:K05875,Plant4-RWS.bin.10-k141_844232_6
ko:K03776,Plant4-RWS.bin.10-k141_844232_7
ko:K05875,Plant4-RWS.bin.10-k141_844232_7
ko:K03554,Plant4-RWS.bin.10-k141_844232_13
ko:K03223,Plant4-RWS.bin.10-k141_2522039_16
ko:K18373,Plant4-RWS.bin.10-k141_2522039_20
ko:K02668,Plant4-RWS.bin.10-k141_844985_1
ko:K09690,Plant4-RWS.bin.10-k141_2162294_2
ko:K02453,Plant4-RWS.bin.10-k141_2162294_9
ko:K00151,Plant4-RWS.bin.10-k141_2940885_4
ko:K13875,Plant4-RWS.bin.10-k141_363166_2
ko:K02057,Plant4-RWS.bin.10-k141_363166_3
ko:K02057,Plant4-RWS.bin.10-k141_363166_4
ko:K01113,Plant4-RWS.bin.10-k141_2044979_2
ko:K00406,Plant4-RWS.bin.10-k141_2998489_1
ko:K00528,Plant4-RWS.bin.10-k141_1441908_2
ko:K10439,Plant4-RWS.bin.10-k141_2700014_1
ko:K01118,Plant4-RWS.bin.10-k141_2225908_17
ko:K10439,Plant4-RWS.bin.10-k141_2225908_25
ko:K13643,Plant4-RWS.bin.10-k141_1207775_1
ko:K00789,Plant4-RWS.bin.10-k141_1023555_1
ko:K02517,Plant4-RWS.bin.10-k141_1023555_2
ko:K02517,Plant4-RWS.bin.10-k141_1023555_3
ko:K05874,Plant4-RWS.bin.10-k141_2701056_5
ko:K00108,Plant4-RWS.bin.10-k141_2701056_25
ko:K03776,Plant4-RWS.bin.10-k141_1387276_4
ko:K05875,Plant4-RWS.bin.10-k141_1387276_4
ko:K15792,Plant4-RWS.bin.10-k141_1387276_14
ko:K03586,Plant4-RWS.bin.10-k141_1387276_17
ko:K06923,Plant4-RWS.bin.10-k141_2587590_11
ko:K03776,Plant4-RWS.bin.10-k141_850437_3
ko:K05875,Plant4-RWS.bin.10-k141_850437_3
ko:K09810,Plant4-RWS.bin.10-k141_1210446_2
ko:K02450,Plant4-RWS.bin.10-k141_2528194_1
ko:K09461,Plant4-RWS.bin.10-k141_2528194_13
ko:K03776,Plant4-RWS.bin.10-k141_2701754_10
ko:K05874,Plant4-RWS.bin.10-k141_2701754_10
ko:K05875,Plant4-RWS.bin.10-k141_2701754_10
ko:K20628,Plant4-RWS.bin.10-k141_3780174_3
ko:K01800,Plant4-RWS.bin.10-k141_1563788_2
ko:K01801,Plant4-RWS.bin.10-k141_1563788_2
ko:K09990,Plant4-RWS.bin.10-k141_784396_9
ko:K02453,Plant4-RWS.bin.10-k141_425042_1
ko:K02462,Plant4-RWS.bin.10-k141_425042_3
ko:K02459,Plant4-RWS.bin.10-k141_425042_6
ko:K02458,Plant4-RWS.bin.10-k141_425042_7
ko:K03786,Plant4-RWS.bin.10-k141_190919_12
ko:K00163,Plant4-RWS.bin.10-k141_190919_19
ko:K07478,Plant4-RWS.bin.10-k141_14457_1
ko:K00797,Plant4-RWS.bin.10-k141_3608659_8
ko:K01918,Plant4-RWS.bin.10-k141_1924283_3
ko:K04065,Plant4-RWS.bin.10-k141_1924283_5
ko:K05962,Plant4-RWS.bin.10-k141_1924283_8
ko:K00762,Plant4-RWS.bin.10-k141_1803530_1
ko:K01790,Plant4-RWS.bin.10-k141_1324631_2
ko:K02053,Plant4-RWS.bin.10-k141_3181542_3
ko:K01665,Plant4-RWS.bin.10-k141_607166_10
ko:K13633,Plant4-RWS.bin.10-k141_1565440_1
ko:K14682,Plant4-RWS.bin.10-k141_2104584_3
ko:K08282,Plant4-RWS.bin.10-k141_3363078_2
ko:K02837,Plant4-RWS.bin.10-k141_3363078_8
ko:K02431,Plant4-RWS.bin.10-k141_3363078_16
ko:K10553,Plant4-RWS.bin.10-k141_3363078_18
ko:K10439,Plant4-RWS.bin.10-k141_3363078_19
ko:K02556,Plant4-RWS.bin.10-k141_1446414_3
ko:K02404,Plant4-RWS.bin.10-k141_1446414_9
ko:K02398,Plant4-RWS.bin.10-k141_1446414_13
ko:K02387,Plant4-RWS.bin.10-k141_1446414_15
ko:K02389,Plant4-RWS.bin.10-k141_1446414_17
ko:K02390,Plant4-RWS.bin.10-k141_1446414_18
ko:K02391,Plant4-RWS.bin.10-k141_1446414_19
ko:K02392,Plant4-RWS.bin.10-k141_1446414_20
ko:K03776,Plant4-RWS.bin.10-k141_786455_20
ko:K05874,Plant4-RWS.bin.10-k141_786455_20
ko:K05875,Plant4-RWS.bin.10-k141_786455_20
ko:K01674,Plant4-RWS.bin.10-k141_915267_4
ko:K04110,Plant4-RWS.bin.10-k141_1326393_4
ko:K09810,Plant4-RWS.bin.10-k141_3615010_1
ko:K01337,Plant4-RWS.bin.10-k141_3615010_5
ko:K13779,Plant4-RWS.bin.10-k141_2106763_6
ko:K01817,Plant4-RWS.bin.10-k141_2825855_11
ko:K00575,Plant4-RWS.bin.10-k141_1397884_3
ko:K02418,Plant4-RWS.bin.10-k141_1397884_13
ko:K02416,Plant4-RWS.bin.10-k141_1397884_15
ko:K02415,Plant4-RWS.bin.10-k141_1397884_16
ko:K02414,Plant4-RWS.bin.10-k141_1397884_17
ko:K02413,Plant4-RWS.bin.10-k141_1397884_18
ko:K13926,Plant4-RWS.bin.10-k141_2478421_5
ko:K02847,Plant4-RWS.bin.10-k141_2240508_3
ko:K10001,Plant4-RWS.bin.10-k141_3664323_12
ko:K10001,Plant4-RWS.bin.10-k141_3664323_13
ko:K02029,Plant4-RWS.bin.10-k141_3664323_14
ko:K10002,Plant4-RWS.bin.10-k141_3664323_15
ko:K10004,Plant4-RWS.bin.10-k141_3664323_16
ko:K02407,Plant4-RWS.bin.10-k141_863305_6
ko:K02422,Plant4-RWS.bin.10-k141_863305_7
ko:K02423,Plant4-RWS.bin.10-k141_863305_8
ko:K02408,Plant4-RWS.bin.10-k141_863305_9
ko:K02409,Plant4-RWS.bin.10-k141_863305_10
ko:K01637,Plant4-RWS.bin.10-k141_3424946_9
ko:K03802,Plant4-RWS.bin.10-k141_2540821_10
ko:K03802,Plant4-RWS.bin.10-k141_2540821_11
ko:K01868,Plant4-RWS.bin.10-k141_24263_6
ko:K07274,Plant4-RWS.bin.10-k141_1688102_2
ko:K02339,Plant4-RWS.bin.10-k141_1159682_4
ko:K03409,Plant4-RWS.bin.10-k141_2004140_4
ko:K07343,Plant4-RWS.bin.10-k141_372131_2
ko:K06920,Plant4-RWS.bin.10-k141_1402852_5
ko:K05596,Plant4-RWS.bin.10-k141_1402852_14
ko:K00285,Plant4-RWS.bin.10-k141_1402852_15
ko:K03608,Plant4-RWS.bin.10-k141_1402852_20
ko:K02029,Plant4-RWS.bin.10-k141_1402852_50
ko:K02029,Plant4-RWS.bin.10-k141_1402852_51
ko:K10022,Plant4-RWS.bin.10-k141_1402852_52
ko:K07577,Plant4-RWS.bin.10-k141_1402852_85
ko:K01560,Plant4-RWS.bin.10-k141_2005167_7
ko:K00343,Plant4-RWS.bin.10-k141_3143037_10
ko:K20712,Plant4-RWS.bin.10-k141_508395_7
ko:K00500,Plant4-RWS.bin.10-k141_562144_1
ko:K00457,Plant4-RWS.bin.10-k141_562144_3
ko:K07447,Plant4-RWS.bin.10-k141_1404858_3
ko:K01079,Plant4-RWS.bin.10-k141_979667_6
ko:K18336,Plant4-RWS.bin.10-k141_431748_1
ko:K01665,Plant4-RWS.bin.10-k141_2296058_1
ko:K01674,Plant4-RWS.bin.10-k141_2296058_6
ko:K00797,Plant4-RWS.bin.10-k141_3369923_18
ko:K00311,Plant4-RWS.bin.10-k141_2297134_1
ko:K04065,Plant4-RWS.bin.10-k141_1230568_4
ko:K06181,Plant4-RWS.bin.10-k141_1573338_4
ko:K07560,Plant4-RWS.bin.10-k141_2548171_6
ko:K10227,Plant4-RWS.bin.10-k141_3070608_8
ko:K10228,Plant4-RWS.bin.10-k141_3070608_9
ko:K05874,Plant4-RWS.bin.10-k141_2298550_3
ko:K03578,Plant4-RWS.bin.10-k141_982303_2
ko:K03782,Plant4-RWS.bin.10-k141_694293_2
ko:K02391,Plant4-RWS.bin.10-k141_2411156_5
ko:K02392,Plant4-RWS.bin.10-k141_2411156_5
ko:K13895,Plant4-RWS.bin.10-k141_3309619_10
ko:K11936,Plant4-RWS.bin.10-k141_336447_3
ko:K01560,Plant4-RWS.bin.10-k141_336447_5
ko:K19746,Plant4-RWS.bin.10-k141_257819_1
ko:K02303,Plant4-RWS.bin.10-k141_517769_1
ko:K13529,Plant4-RWS.bin.10-k141_696627_1
ko:K03578,Plant4-RWS.bin.10-k141_3372990_1
ko:K10439,Plant4-RWS.bin.10-k141_518701_8
ko:K14652,Plant4-RWS.bin.10-k141_570368_7
ko:K17722,Plant4-RWS.bin.10-k141_570680_5
ko:K17723,Plant4-RWS.bin.10-k141_570680_6
ko:K02835,Plant4-RWS.bin.10-k141_2115568_9
ko:K05802,Plant4-RWS.bin.10-k141_2115568_14
ko:K02029,Plant4-RWS.bin.10-k141_1237398_6
ko:K00108,Plant4-RWS.bin.10-k141_1237398_10
ko:K09975,Plant4-RWS.bin.10-k141_3746945_22
ko:K07056,Plant4-RWS.bin.10-k141_3491499_12
ko:K02431,Plant4-RWS.bin.10-k141_3747248_2
ko:K02057,Plant4-RWS.bin.10-k141_3747248_4
ko:K02057,Plant4-RWS.bin.10-k141_3747248_7
ko:K04033,Plant4-RWS.bin.10-k141_3747248_13
ko:K02233,Plant4-RWS.bin.10-k141_2558035_8
ko:K02458,Plant4-RWS.bin.10-k141_2558035_13
ko:K02459,Plant4-RWS.bin.10-k141_2558035_14
ko:K02462,Plant4-RWS.bin.10-k141_2558035_17
ko:K02463,Plant4-RWS.bin.10-k141_2558035_18
ko:K02453,Plant4-RWS.bin.10-k141_2558035_19
ko:K10439,Plant4-RWS.bin.10-k141_2652706_7
ko:K03981,Plant4-RWS.bin.10-k141_3158020_3
ko:K07140,Plant4-RWS.bin.10-k141_3158020_5
ko:K05596,Plant4-RWS.bin.10-k141_140884_1
ko:K03607,Plant4-RWS.bin.10-k141_140884_12
ko:K03269,Plant4-RWS.bin.10-k141_935399_3
ko:K02297,Plant4-RWS.bin.10-k141_1173641_2
ko:K02299,Plant4-RWS.bin.10-k141_1173641_4
ko:K01214,Plant4-RWS.bin.10-k141_1099409_7
ko:K02438,Plant4-RWS.bin.10-k141_1099409_7
ko:K21395,Plant4-RWS.bin.10-k141_3806895_10
ko:K09181,Plant4-RWS.bin.10-k141_1421565_5
ko:K07050,Plant4-RWS.bin.10-k141_3376644_19
ko:K07337,Plant4-RWS.bin.10-k141_3260180_21
ko:K05875,Plant4-RWS.bin.10-k141_3260180_23
ko:K00046,Plant4-RWS.bin.10-k141_1422931_6
ko:K02450,Plant4-RWS.bin.10-k141_2619963_5
ko:K07000,Plant4-RWS.bin.10-k141_1460819_2
ko:K01147,Plant4-RWS.bin.10-k141_1460819_4
ko:K07039,Plant4-RWS.bin.10-k141_886254_7
ko:K03786,Plant4-RWS.bin.10-k141_3263683_6
ko:K03529,Plant4-RWS.bin.10-k141_1178218_1
ko:K10548,Plant4-RWS.bin.10-k141_2083196_1
ko:K07263,Plant4-RWS.bin.10-k141_2084476_1
ko:K02258,Plant4-RWS.bin.10-k141_2084476_15
ko:K02453,Plant4-RWS.bin.10-k141_1179731_10
ko:K19416,Plant4-RWS.bin.10-k141_1462506_6
ko:K00294,Plant4-RWS.bin.10-k141_1462506_11
ko:K01879,Plant4-RWS.bin.10-k141_350931_1
ko:K05597,Plant4-RWS.bin.10-k141_350931_4
ko:K06872,Plant4-RWS.bin.10-k141_1534492_6
ko:K02113,Plant4-RWS.bin.10-k141_1534492_15
ko:K03635,Plant4-RWS.bin.10-k141_711327_3
ko:K10439,Plant4-RWS.bin.10-k141_2568412_2
ko:K10001,Plant4-RWS.bin.10-k141_2781354_2
ko:K00285,Plant4-RWS.bin.10-k141_891488_1
ko:K13643,Plant4-RWS.bin.10-k141_891488_14
ko:K11936,Plant4-RWS.bin.10-k141_1583485_19
ko:K16092,Plant4-RWS.bin.10-k141_3676850_4
ko:K07588,Plant4-RWS.bin.10-k141_2201682_7
ko:K03972,Plant4-RWS.bin.10-k141_1464557_2
ko:K21405,Plant4-RWS.bin.10-k141_1464557_12
ko:K13954,Plant4-RWS.bin.10-k141_1464557_14
ko:K03776,Plant4-RWS.bin.10-k141_355981_5
ko:K05874,Plant4-RWS.bin.10-k141_355981_5
ko:K05875,Plant4-RWS.bin.10-k141_355981_5
ko:K17324,Plant4-RWS.bin.10-k141_894588_6
ko:K02444,Plant4-RWS.bin.10-k141_894588_7
ko:K00575,Plant4-RWS.bin.10-k141_894588_12
ko:K03154,Plant4-RWS.bin.10-k141_1111701_9
ko:K09801,Plant4-RWS.bin.10-k141_1111701_9
ko:K03154,Plant4-RWS.bin.10-k141_1536673_5
ko:K01790,Plant4-RWS.bin.10-k141_587226_6
ko:K07560,Plant4-RWS.bin.10-k141_39509_3
ko:K01560,Plant4-RWS.bin.10-k141_3198974_3
ko:K12538,Plant4-RWS.bin.10-k141_1343197_2
ko:K06187,Plant4-RWS.bin.10-k141_3275082_3
ko:K01118,Plant4-RWS.bin.10-k141_1437410_13
ko:K08305,Plant4-RWS.bin.10-k141_949561_5
ko:K05396,Plant4-RWS.bin.10-k141_89598_13
ko:K00797,Plant4-RWS.bin.10-k141_41963_4
ko:K08305,Plant4-RWS.bin.10-k141_2901611_2
ko:K18900,Plant4-RWS.bin.10-k141_3816169_3
ko:K02083,Plant4-RWS.bin.10-k141_1647894_5
ko:K07056,Plant4-RWS.bin.10-k141_270765_7
ko:K21395,Plant4-RWS.bin.10-k141_1704632_5
ko:K18981,Plant4-RWS.bin.10-k141_1704632_6
ko:K05815,Plant4-RWS.bin.10-k141_630274_4
ko:K01920,Plant4-RWS.bin.10-k141_3442785_1
ko:K01637,Plant4-RWS.bin.10-k141_1948440_2
ko:K04066,Plant4-RWS.bin.10-k141_3279807_1
ko:K02021,Plant4-RWS.bin.10-k141_3506308_4
ko:K03466,Plant4-RWS.bin.10-k141_233115_1
ko:K11895,Plant4-RWS.bin.10-k141_1050834_19
ko:K00285,Plant4-RWS.bin.10-k141_3772660_3
ko:K19338,Plant4-RWS.bin.10-k141_2331220_8
ko:K09710,Plant4-RWS.bin.10-k141_3281316_1
ko:K13874,Plant4-RWS.bin.10-k141_2990060_4
ko:K03776,Plant4-RWS.bin.10-k141_2332213_3
ko:K05875,Plant4-RWS.bin.10-k141_2332213_3
ko:K00481,Plant4-RWS.bin.10-k141_2371229_9
ko:K18030,Plant4-RWS.bin.10-k141_2371229_16
ko:K00528,Plant4-RWS.bin.10-k141_2371229_27
ko:K22294,Plant4-RWS.bin.10-k141_2371229_28
ko:K03446,Plant4-RWS.bin.10-k141_2371229_37
ko:K00481,Plant4-RWS.bin.10-k141_1591283_2
ko:K02624,Plant4-RWS.bin.10-k141_1591283_3
ko:K00265,Plant4-RWS.bin.10-k141_2212813_1
ko:K00284,Plant4-RWS.bin.10-k141_2212813_1
ko:K07491,Plant4-RWS.bin.10-k141_2212813_2
ko:K09941,Plant4-RWS.bin.10-k141_2212813_4
ko:K12262,Plant4-RWS.bin.10-k141_3205372_4
ko:K13543,Plant4-RWS.bin.10-k141_3205372_6
ko:K08304,Plant4-RWS.bin.10-k141_1195630_1
ko:K11711,Plant4-RWS.bin.10-k141_1195630_4
ko:K01501,Plant4-RWS.bin.10-k141_1195630_5
ko:K00797,Plant4-RWS.bin.10-k141_2992315_4
ko:K00793,Plant4-RWS.bin.10-k141_2992315_10
ko:K03446,Plant4-RWS.bin.10-k141_1351945_7
ko:K03648,Plant4-RWS.bin.10-k141_1544740_4
ko:K01609,Plant4-RWS.bin.10-k141_1544740_5
ko:K11250,Plant4-RWS.bin.10-k141_1544740_8
ko:K03776,Plant4-RWS.bin.10-k141_1544740_13
ko:K05875,Plant4-RWS.bin.10-k141_1544740_13
ko:K04065,Plant4-RWS.bin.10-k141_48983_8
ko:K18335,Plant4-RWS.bin.10-k141_1953190_1
ko:K07046,Plant4-RWS.bin.10-k141_1953190_2
ko:K10439,Plant4-RWS.bin.10-k141_1953190_5
ko:K18336,Plant4-RWS.bin.10-k141_1953190_6
ko:K08316,Plant4-RWS.bin.10-k141_3571942_3
ko:K07263,Plant4-RWS.bin.10-k141_3571942_4
ko:K00266,Plant4-RWS.bin.10-k141_812278_1
ko:K00265,Plant4-RWS.bin.10-k141_812278_2
ko:K00284,Plant4-RWS.bin.10-k141_812278_2
ko:K16137,Plant4-RWS.bin.10-k141_3825155_12
ko:K04042,Plant4-RWS.bin.10-k141_3825155_16
ko:K18968,Plant4-RWS.bin.10-k141_3825155_18
ko:K00820,Plant4-RWS.bin.10-k141_3825155_20
ko:K19303,Plant4-RWS.bin.10-k141_1774867_4
ko:K13041,Plant4-RWS.bin.10-k141_1355290_6
ko:K11711,Plant4-RWS.bin.10-k141_1355290_7
ko:K00163,Plant4-RWS.bin.10-k141_1355290_8
ko:K20036,Plant4-RWS.bin.10-k141_1894889_6
ko:K03980,Plant4-RWS.bin.10-k141_3330185_1
ko:K02517,Plant4-RWS.bin.10-k141_3516686_6
ko:K02303,Plant4-RWS.bin.10-k141_814849_3
ko:K03774,Plant4-RWS.bin.10-k141_1898191_3
ko:K05875,Plant4-RWS.bin.10-k141_1717447_1
ko:K01560,Plant4-RWS.bin.10-k141_1717447_2
ko:K13875,Plant4-RWS.bin.10-k141_1717447_4
ko:K01560,Plant4-RWS.bin.10-k141_1717447_14
ko:K04567,Plant4-RWS.bin.10-k141_162219_3
ko:K07275,Plant4-RWS.bin.10-k141_2797836_3
ko:K09781,Plant4-RWS.bin.10-k141_2797836_4
ko:K21395,Plant4-RWS.bin.10-k141_3402879_6
ko:K09781,Plant4-RWS.bin.10-k141_1960121_1
ko:K02403,Plant4-RWS.bin.10-k141_2381507_4
ko:K02057,Plant4-RWS.bin.10-k141_1060440_6
ko:K02057,Plant4-RWS.bin.10-k141_1060440_7
ko:K13481,Plant4-RWS.bin.10-k141_1782628_2
ko:K02057,Plant4-RWS.bin.10-k141_1782628_5
ko:K02057,Plant4-RWS.bin.10-k141_1782628_6
ko:K03806,Plant4-RWS.bin.10-k141_1900979_7
ko:K02668,Plant4-RWS.bin.10-k141_1900979_9
ko:K03669,Plant4-RWS.bin.10-k141_1900979_13
ko:K02895,Plant4-RWS.bin.10-k141_644868_1
ko:K03395,Plant4-RWS.bin.10-k141_1901686_5
ko:K03395,Plant4-RWS.bin.10-k141_1901686_6
ko:K10001,Plant4-RWS.bin.10-k141_1723564_6
ko:K02427,Plant4-RWS.bin.10-k141_1723564_10
ko:K00748,Plant4-RWS.bin.10-k141_1723564_20
ko:K00928,Plant4-RWS.bin.10-k141_1604320_2
ko:K09117,Plant4-RWS.bin.10-k141_1485138_1
ko:K19130,Plant4-RWS.bin.10-k141_3697518_7
ko:K00090,Plant4-RWS.bin.10-k141_3409957_1
ko:K03749,Plant4-RWS.bin.10-k141_3409957_12
ko:K11754,Plant4-RWS.bin.10-k141_3409957_13
ko:K07799,Plant4-RWS.bin.10-k141_1842498_1
ko:K00406,Plant4-RWS.bin.10-k141_168540_8
ko:K06910,Plant4-RWS.bin.10-k141_1301719_10
ko:K02624,Plant4-RWS.bin.10-k141_1301719_17
ko:K00939,Plant4-RWS.bin.10-k141_1606146_3
ko:K01356,Plant4-RWS.bin.10-k141_1606146_7
ko:K08641,Plant4-RWS.bin.10-k141_2921200_4
ko:K01755,Plant4-RWS.bin.10-k141_1371607_6
ko:K07287,Plant4-RWS.bin.10-k141_467587_1
ko:K03776,Plant4-RWS.bin.10-k141_467587_9
ko:K05875,Plant4-RWS.bin.10-k141_467587_9
ko:K01800,Plant4-RWS.bin.10-k141_826940_4
ko:K01801,Plant4-RWS.bin.10-k141_826940_4
ko:K01007,Plant4-RWS.bin.10-k141_826940_10
ko:K05874,Plant4-RWS.bin.10-k141_826940_19
ko:K19746,Plant4-RWS.bin.10-k141_298559_12
